transID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
RHEW279J7F71VY,dki,dr. Raharja Prastuti,M,1991,JAK.85,Bintara - Cipinang Indah,1,B04097P,Sbr. Minimarket Pondok Kelapa,-6.228599,106.93531,32,4/19/2023 6:18,B02463P,Minimarket Pondok Kopi,-6.218369,106.93956,39,4/19/2023 7:09,0
OFUU475T5H01MZ,online,Wirda Yuliarti,M,1990,5,Matraman Baru - Ancol,0,P00224,Slamet Riyadi,-6.208533,106.85929,1,4/19/2023 6:49,P00021,Budi Utomo,-6.166063,106.83906,9,4/19/2023 7:25,3500
LXPS629N2V74NN,dki,"KH. Argono Nashiruddin, S.Gz",M,1988,11N,Rusun Cipinang Muara - Jatinegara,0,B00922P,Jln. Bekasi Timur VI,-6.214956,106.87866,9,4/19/2023 6:44,B02603P,Ps. Enjo 1,-6.215023,106.87779,10,4/19/2023 7:08,0
KCAG056M6Z67ZB,dki,"drg. Usyi Halimah, S.E.",F,2004,JAK.10,Tanah Abang - Kota,1,B03278P,Rusun Karang Anyar,-6.153256,106.82748,20,4/19/2023 6:22,B00086P,AURI Jatibaru,-6.182985,106.81407,40,4/19/2023 7:08,0
WEFH512D4G06YW,dki,Gatra Rahayu,M,1946,6V,Ragunan - Gelora Bung Karno,0,P00053,Duren Tiga,-6.252377,106.82697,8,4/19/2023 5:53,P00133,Masjid Agung,-6.236483,106.79845,13,4/19/2023 6:24,3500
XFEN541J5M13UW,brizzi,drg. Tantri Situmorang,F,1983,12,Tanjung Priok - Pluit,1,P00076,Gunung Sahari Mangga Dua,-6.136817,106.83237,8,4/19/2023 6:41,P00171,Permai Koja Arah Utara,-6.11413,106.89309,18,4/19/2023 7:26,3500
PYSM085P3V64LD,online,"Elvin Saragih, S.Ked",F,1991,JAK.36,Cilangkap - Cililitan,1,B02834P,Pintu 3 TMII,-6.305153,106.88853,12,4/19/2023 6:04,B04977P,Simpang Mabes Hankam Raya Ceger,-6.306299,106.88855,13,4/19/2023 6:54,0
VJOG574Y7Q35VZ,emoney,Elvina Hardiansyah,F,1991,,,1,B01901P,Kelapa Gading Utama,-6.176481,106.89487,4,4/19/2023 6:04,,,,,,,0
LVEA593N8E36BP,emoney,"KH. Cager Najmudin, S.IP",M,1976,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,1,B06616P,Sbr. SPBU Tugu Selatan,-6.13436,106.91575,21,4/19/2023 6:41,B05217P,Simpang Waru Kramat Jaya,-6.118678,106.91659,29,4/19/2023 7:37,0
NHNU527N4Z97HE,dki,"Baktianto Suartini, S.I.Kom",M,2002,JAK.14,Tanah Abang - Meruya,1,B04192P,Sbr. Perum Qoriyah Toyibah,-6.19777,106.75877,15,4/19/2023 6:03,B01586P,Jln. Sitrun,-6.197192,106.76696,19,4/19/2023 6:33,0
VDAQ943Q7S97BZ,emoney,Keisha Prayoga,F,1982,JAK.20,Cawang UKI - Lubang Buaya,0,B02777P,Pertigaan Jengki Raya,-6.255038,106.87911,4,4/19/2023 6:51,B05244P,SMA Angkasa 2,-6.276218,106.88766,28,4/19/2023 7:48,0
IBKP539D3T25VT,dki,Gangsar Siregar,M,1996,2A,Pulo Gadung - Rawa Buaya via Balai Kota,1,P00195,Pulo Mas,-6.174736,106.89277,22,4/19/2023 5:20,P00192,Pulo Gadung 1,-6.183239,106.90907,24,4/19/2023 5:56,3500
UWMU689U7H92CR,flazz,"Harjaya Lazuardi, S.E.",F,1973,JAK.07,Tanah Abang - Grogol via Tawakal,1,B02505P,Museum Textile,-6.188656,106.80954,29,4/19/2023 6:11,,Jak Lingko Tanah Abang,-6.185496,106.81105,31,4/19/2023 7:09,0
PNKR442J5B81VM,flazz,"Dr. Ilyas Lestari, M.Ak",F,1991,JAK.41,Kampung Melayu - Pulo Gadung,0,B03590P,Sbr. Gereja Kristen Jawa,-6.2014,106.88588,28,4/19/2023 5:29,B05479P,St. LRT Velodrome 3,-6.19151,106.89108,37,4/19/2023 6:13,0
GLYE719Y6B78PI,online,"Cahyono Firmansyah, S.Pd",M,1992,M10,PGC 2 - Tanjung Priok,1,P00042,Cipinang Kebon Nanas,-6.231659,106.87637,16,4/19/2023 5:49,P00178,PGC 2,-6.2619,106.8657,21,4/19/2023 6:12,3500
NLCI331H5B43VU,emoney,"Dr. Laswi Usamah, S.Ked",F,1959,7Q,Blok M - PGC,1,B05899P,Wolter Monginsidi,-6.238799,106.81376,26,4/19/2023 6:03,B01437P,Jln. Palatehan,-6.240057,106.800758,31,4/19/2023 6:54,3500
QOOP565O3O13CE,emoney,Niyaga Habibi,F,2006,JAK.86,Term. Rawamangun - Term. Manggarai,1,B06560P,Kel. Rawamangun,-6.199099,106.8808,19,4/19/2023 5:51,B03064P,Puskesmas Rawamangun,-6.197034,106.88839,24,4/19/2023 6:41,0
NEAQ947E7W03KN,brizzi,Widya Nuraini,F,1994,M3,Kalideres - Bundaran HI via Veteran,1,P00237,Sumur Bor,-6.153046,106.71929,2,4/19/2023 5:32,P00074,Grogol 1,-6.166824,106.78971,10,4/19/2023 6:16,3500
UPYA801Q2G63XH,emoney,Putu Sihombing,M,1995,8A,Jelambar - Juanda,0,P00176,Petojo,-6.169984,106.81698,5,4/19/2023 6:01,P00097,Juanda,-6.168048,106.83089,7,4/19/2023 6:28,3500
URDP997Q1D57XB,dki,"H. Yahya Handayani, S.I.Kom",F,1994,1E,Pondok Labu - Blok M,0,B03626P,Sbr. ITC Fatmawati,-6.26343,106.7969,16,4/19/2023 6:20,B02860P,Plaza Blok M,-6.244978,106.79752,20,4/19/2023 7:06,3500
FQDW322Z4X27IB,dki,Nasab Megantara,F,1997,3A,Rusun Pesakih - Kalideres,1,B01798P,Kalideres 1,-6.154249,106.70544,0,4/19/2023 6:17,,,,,,,0
VFVY918C9D83OV,bni,Estiawan Hastuti,M,2008,M7B,BKN - Blok M,1,B02114P,Lapangan Blok S,-6.237011,106.81421,6,4/19/2023 5:44,B00290P,Dammara,-6.25419,106.83146,18,4/19/2023 6:40,
YEDS174X8K78EU,emoney,Elisa Samosir,F,1996,5D,PGC 1 - Ancol,1,P00297,BNN LRT,-6.245863,106.871143,19,4/19/2023 6:58,P00178,PGC 2,-6.2619,106.8657,22,4/19/2023 7:43,3500
TGRC812Z9X89FB,online,Luwar Prabowo,M,1966,JAK.07,Tanah Abang - Grogol via Tawakal,0,B01293P,Jln. Kota Bambu Raya,-6.186802,106.80783,23,4/19/2023 5:19,B01919P,Kel. Jati Pulo,-6.175757,106.80318,35,4/19/2023 6:05,0
YYAD501F5N66YL,dki,Hafshah Laksmiwati,F,1999,1M,Meruya - Blok M,0,B01012P,Jln. Cipulir 1,-6.237267,106.7754,32,4/19/2023 6:47,P00045,CSW 2,-6.239861,106.79783,40,4/19/2023 7:17,3500
BVIJ037H7M48SW,dki,Darimin Mardhiyah,F,1981,2E,Rusun Rawa Bebek - Kodamar,0,B06665P,Pengadilan Negeri Jaktim 2,-6.212604,106.94082,3,4/19/2023 6:26,B05200P,Simpang Tiga 1,-6.210708,106.93903,6,4/19/2023 7:17,0
HAYE764T1M22OH,online,Balapati Gunarto,M,1977,9F,Rusun Tambora - Pluit,0,P00090,Jembatan Dua,-6.143279,106.79352,5,4/19/2023 6:51,P00181,Pluit,-6.115795,106.79037,8,4/19/2023 7:49,0
OUAO843N7P13EI,online,Cahyono Mustofa,M,1984,11Q,Kampung Melayu - Pulo Gebang via BKT,1,,Ps. Inpres Cipinang Besar,-6.22645,106.88078,5,4/19/2023 5:03,B05581P,Taman Buaran Indah,-6.216979,106.92356,22,4/19/2023 5:39,3500
SACS354U7D08UZ,dki,Aurora Nasyiah,M,1991,M4,Pulo Gadung 2 - Dukuh Atas 2,1,P00269,Velodrome,-6.193468,106.8883,5,4/19/2023 5:01,P00052,Dukuh Atas 2,-6.203276,106.82377,15,4/19/2023 5:54,3500
BPDD527K1Y71CO,dki,Zelda Kuswoyo,M,2002,9H,Blok M - Universitas Indonesia,1,B05408P,SPBU Jln. Guru,-6.318164,106.83745,35,4/19/2023 6:37,,,,,,,3500
KZFA873I7P55PW,flazz,"Azalea Setiawan, S.E.",F,2007,10D,Kampung Rambutan - Tanjung Priok,0,P00036,Cempaka Putih,-6.174207,106.87642,8,4/19/2023 5:46,P00153,Pasar Induk Kramat Jati,-6.294215,106.87203,13,4/19/2023 6:44,3500
HLTV739P2F46YP,dki,"Dr. Luthfi Sihombing, M.TI.",F,1998,13D,Puri Beta - Ragunan,1,P00053,Duren Tiga,-6.252377,106.82697,8,4/19/2023 5:45,P00106,Kebayoran Lama,-6.23834,106.77752,16,4/19/2023 6:25,3500
SQLI321T4B30KB,dki,"dr. Laswi Pranowo, S.Pd",F,2012,5N,Kampung Melayu - Ragunan,1,B01846P,Kav Polri Blok E Jagakarsa,-6.314309,106.81633,11,4/19/2023 5:56,B03752P,Sbr. Jln. Kemang Timur XVII,-6.268951,106.82394,32,4/19/2023 6:25,3500
GFTV219U4Y66ZF,emoney,Kambali Mandasari,F,2005,JAK.49,Lebak Bulus - Cipulir,0,B01397P,Jln. Metro Duta 1,-6.283107,106.78028,47,4/19/2023 5:00,B06650P,Jln. Lebak Bulus Raya,-6.289748,106.770854,51,4/19/2023 5:57,0
OGYV128L1Y16IZ,emoney,Viktor Zulkarnain,M,1987,JIS3,Harmoni - Jakarta International Stadium,1,P00161,Pecenongan,-6.16771,106.82819,6,4/19/2023 5:47,B05550P,Sunter Icon,-6.135417,106.85589,12,4/19/2023 6:33,3500
WDYK901N8T28OT,dki,Ibun Kusumo,F,1967,9D,Pasar Minggu - Tanah Abang,0,B00101P,Balai Kartini,-6.234791,106.82457,22,4/19/2023 6:30,B02532P,Nifarro Park,-6.263007,106.84332,36,4/19/2023 6:53,3500
XCFZ028P6N41MY,flazz,"H. Aswani Megantara, M.M.",M,2008,1P,Senen - Blok M,1,B01969P,Kementerian Pariwisata,-6.1795,106.82255,19,4/19/2023 5:31,B02476P,Monas 2,-6.175999,106.82311,21,4/19/2023 6:10,3500
QPJB443H1O61ZW,brizzi,Murti Kurniawan,M,2010,6T,Pasar Minggu - Velbak,0,B05210P,Simpang Tunda Bara TB Simatupang,-6.292612,106.7987,17,4/19/2023 6:57,B04790P,Simpang Darmawangsa X,-6.257555,106.80048,32,4/19/2023 7:29,3500
GIVJ486W0B24EY,dki,Artanto Manullang,M,1987,JAK.26,Rawamangun - Duren Sawit,0,B00562P,Gg. Subuh,-6.211257,106.89058,32,4/19/2023 6:28,B04776P,Simpang Cipinang Kebembem 1,-6.207671,106.88522,40,4/19/2023 7:21,0
DUDN965G7C15CD,dki,Puti Siregar,M,1976,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,0,B03289P,Rusun Pondok Bambu,-6.241583,106.91085,0,4/19/2023 6:56,B02307P,Masjid Jami Al Barkah 1,-6.229411,106.91212,5,4/19/2023 7:31,0
WXTF058W9V18FF,bni,"Gamblang Pradipta, M.Farm",M,2004,5F,Kampung Melayu - Tanah Abang,0,B05423P,Viva Futsal,-6.218724,106.81944,17,4/19/2023 5:29,B01974P,Kesatrian Kowal Cut Nyak Dhien,-6.194307,106.81436,24,4/19/2023 6:14,3500
PQZW448M6C64PK,dki,Rina Saragih,M,1984,JAK.73,Jambore Cibubur - Pasar Rebo,1,B00606P,Gelanggang Remaja Ciracas,-6.33946,106.88226,20,4/19/2023 6:51,B01020P,Jln. Dahlia KDW,-6.348905,106.88437,53,4/19/2023 7:38,0
AOAW382V6N50FD,bni,Daliono Adriansyah,F,2012,12,Tanjung Priok - Pluit,0,P00131,Mangga Dua,-6.136148,106.82597,13,4/19/2023 5:25,P00098,Kali Besar Barat,-6.135355,106.81143,15,4/19/2023 6:21,3500
PRCJ132T0H36MD,dki,"Drs. Iriana Lazuardi, S.Pt",F,1981,JAK.32,Lebak Bulus - Petukangan,1,B04560P,Sbr. TK Tunas Harapan,-6.232157,106.75153,12,4/19/2023 6:23,B05135P,Simpang Sabar Raya Petukangan 2,-6.236966,106.7526,19,4/19/2023 6:47,0
RWCP154T9P45QS,dki,Balangga Permadi,F,2011,3F,Kalideres - Gelora Bung Karno,0,P00050,Dispenda Samsat Barat,-6.154634,106.7381,11,4/19/2023 5:47,P00088,Jembatan Baru,-6.154831,106.73038,12,4/19/2023 6:44,3500
MCGT614F1R88AB,dki,H. Jagaraga Prastuti,F,1967,,,0,B05499P,St. Rawa Buaya,-6.163471,106.72374,31,4/19/2023 6:13,B02939P,Pool Blue Bird Puri 2,-6.160742,106.72685,34,4/19/2023 6:37,0
NOKX421O8I83DX,flazz,"KH. Paiman Maheswara, S.I.Kom",M,1969,7D,Pancoran - Kampung Rambutan,0,P00018,BNN Arah Barat,-6.24651,106.87318,8,4/19/2023 5:06,P00145,Pancoran Tugu Arah Barat,-6.2433,106.84388,13,4/19/2023 5:45,3500
ZCWU127M0L38XL,dki,Dr. Juli Megantara,M,1984,2P,Gondangdia - Senen,1,,Cut Meutia,-6.187542,106.83294,25,4/19/2023 5:28,B06053P,Selatan St. Gondangdia,-6.187059,106.8329,26,4/19/2023 6:20,3500
PFHH512Y4E24XP,emoney,Gandi Salahudin,F,1990,JAK.29,Tanjung Priok - Sukapura,1,B03211P,RSUD Koja,-6.108205,106.89982,7,4/19/2023 6:29,B05577P,Taman Barito Sembar,-6.132105,106.92023,32,4/19/2023 7:01,0
SKKL310T6N22MX,dki,Devi Pangestu,M,1994,3C,Rusun Kapuk Muara - Penjaringan,0,B03277P,Rusun Kapuk Muara,-6.135667,106.76299,0,4/19/2023 5:06,P00170,Penjaringan,-6.126306,106.79203,1,4/19/2023 6:04,0
RGFK801L1H41CP,dki,"Karimah Pangestu, S.Kom",M,1968,JAK.48A,,1,B05695P,Telkom Tebet,-6.224064,106.8516,21,4/19/2023 5:54,B02320P,Masjid Jami Al Mamur Bukit Duri,-6.225059,106.85606,23,4/19/2023 6:49,
WZGL029S5K80XF,flazz,"Tgk. Talia Mangunsong, S.E.I",M,1979,6V,Ragunan - Gelora Bung Karno,1,P00228,SMK 57,-6.290967,106.82365,14,4/19/2023 6:40,P00048,Departemen Pertanian,-6.294641,106.82213,15,4/19/2023 7:31,3500
KTUI394N8P32FB,brizzi,"Cahyo Hutagalung, S.Pt",M,1989,JAK.06,Kampung Rambutan - Pondok Gede,0,B02234P,Masjid Al Barokah 1,-6.301819,106.91382,25,4/19/2023 6:56,B03795P,Sbr. Jln. Mini II,-6.308966,106.90774,37,4/19/2023 7:53,0
CUJZ433D5S22GT,dki,Cakrawangsa Permadi,F,2010,JAK.45,Lebak Bulus - Ragunan,1,B02876P,PLN Corporate University 2,-6.300935,106.82136,3,4/19/2023 5:34,B04429P,Sbr. SMAN 66,-6.306177,106.80368,24,4/19/2023 6:03,0
PJMK165B3X15AD,dki,Hasta Anggriawan,F,2000,8K,Batusari - Grogol,1,B02636P,Ps. Kopro 2,-6.177343,106.78369,10,4/19/2023 5:43,B04930P,Simpang Kemanggisan Ilir Raya,-6.193066,106.784647,15,4/19/2023 6:34,3500
YLSY073P9F96OC,dki,Gandi Suartini,F,1988,JAK.42,Kampung Melayu - Pondok Kelapa,1,B02016P,Komplek Abadi 2,-6.229722,106.90813,14,4/19/2023 5:00,B01380P,Jln. Melati Bhakti,-6.229557,106.9015,16,4/19/2023 5:47,0
XCAY549Q0H27YV,emoney,Jelita Maryadi,M,1976,12B,Pluit - Senen,1,B00080P,Aston Pluit 2,-6.124268,106.79419,30,4/19/2023 5:08,B02650P,Ps. Muara Karang,-6.116367,106.77824,35,4/19/2023 5:48,3500
QRTH889B2Z61IT,dki,"Hj. Vera Narpati, S.Kom",M,1989,7C,Cibubur - BKN,1,P00016,BKN,-6.257751,106.87,0,4/19/2023 5:31,B00248P,Cibubur Junction,-6.368735,106.89366,2,4/19/2023 6:15,3500
QJXT726E7S51WV,dki,"R. Lili Permata, S.E.",F,2012,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,1,B04368P,Sbr. SDN Rorotan 03,-6.144294,106.95622,39,4/19/2023 5:38,B04608P,Sbr. MIN 20 Jakarta,-6.122856,106.95719,60,4/19/2023 6:07,0
GBPF171P7E41WF,brizzi,Cemani Lazuardi,F,1990,JAK.46,Pasar Minggu - Jagakarsa,0,B02298P,Masjid Darussalam Cipedak,-6.346656,106.81014,5,4/19/2023 6:17,B05219P,Simpang Warung Sila Rindang,-6.345472,106.81167,6,4/19/2023 6:48,0
ZRSK998V5D14CE,dki,Tira Saptono,M,2010,S21,Ciputat - CSW,0,B05904P,Yado I,-6.253745,106.79098,24,4/19/2023 6:59,B00053P,Antena II,-6.25033,106.79163,26,4/19/2023 7:58,3500
OVOI015X8C66OZ,dki,"Sutan Rosman Laksita, S.I.Kom",F,1994,4,Pulo Gadung 2 - Tosari,0,P00193,Pulo Gadung 2,-6.183098,106.90872,0,4/19/2023 6:04,P00189,Pramuka LIA,-6.192238,106.86858,6,4/19/2023 6:44,3500
AVRM001N5U87SG,brizzi,Unjani Usamah,F,2003,M12,Sunter Boulevard Barat - Penjaringan,0,P00131,Mangga Dua,-6.136148,106.82597,8,4/19/2023 5:07,P00008,Bandengan Selatan,-6.136318,106.80347,11,4/19/2023 5:49,3500
ERCP259P7S36KL,emoney,KH. Karma Pudjiastuti,M,1972,1N,Tanah Abang - Blok M,0,B03312P,Sari Pan Pacific,-6.185037,106.82325,8,4/19/2023 6:58,B00360P,Flyover Karet 2,-6.214808,106.81847,17,4/19/2023 7:22,3500
MOMR143D7L88SU,emoney,Tgk. Cagak Zulaika,F,1993,D32,Cinere - Bundaran Senayan,0,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,12,4/19/2023 5:31,B00221P,Bundaran Senayan 1,-6.227445,106.80187,14,4/19/2023 6:30,20000
VNNQ462Z2Q88TB,dki,Marsito Anggriawan,M,1992,M7,Kampung Rambutan - Monas,0,P00010,Bank Indonesia Arah Utara,-6.182776,106.8228,26,4/19/2023 6:37,P00137,Monas,-6.176248,106.82286,27,4/19/2023 7:03,3500
FGKF437G0N92WO,emoney,Dewi Gunawan,M,1975,JAK.27,Pulo Gebang - Rorotan,0,B02232P,Masjid Al Barkah 2,-6.184779,106.94595,17,4/19/2023 5:15,,Gempol Baru 2,-6.186351,106.9547,21,4/19/2023 6:13,0
POMT445S1A15UQ,dki,Hamzah Zulaika,M,1986,JAK.18,Kalibata - Kuningan,0,B04417P,Sbr. SMA Islam As Syafiiyah 01,-6.220785,106.85332,34,4/19/2023 5:58,B03014P,Puri Imperium,-6.210463,106.83229,59,4/19/2023 6:54,0
JUIM485Q4F66EK,emoney,drg. Zamira Nurdiyanti,M,1979,13,Ciledug - Tendean,0,P00106,Kebayoran Lama,-6.23834,106.77752,7,4/19/2023 6:04,P00259,Tirtayasa,-6.239207,106.80777,11,4/19/2023 6:36,3500
CZWF205C2O29CA,brizzi,drg. Luluh Pradipta,F,2004,,,0,B04552P,Sbr. TK Al Husna Petukangan Utara,-6.231887,106.74517,3,4/19/2023 5:56,B04932P,Simpang Kembangan Raya 2,-6.176148,106.74794,42,4/19/2023 6:33,0
DSUZ761L9M90YX,brizzi,"Daliono Maheswara, S.Pd",F,2012,2F,Rusun Cakung Barat - Pulo Gadung,0,P00028,Cakung United Tractors,-6.18324,106.92998,3,4/19/2023 5:56,,Rusun Tipar Cakung,-6.171493,106.93731,5,4/19/2023 6:51,0
FLIT900Z5S01RV,emoney,"Dt. Karsa Nasyidah, M.Kom.",F,1990,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1,B00115P,UPT. LLHD 2,-6.225501,106.83489,17,4/19/2023 6:00,B05695P,Telkom Tebet,-6.224064,106.8516,21,4/19/2023 6:58,
VJHU923K9M45GK,dki,dr. Baktiadi Hidayanto,M,1993,S11,BSD - Jelambar,1,B02405P,Melati Mas Residence 2,-6.271291,106.65563,18,4/19/2023 5:38,B05701P,Term. BSD,-6.306375,106.68536,27,4/19/2023 6:08,3500
THRH234W3Z95GE,brizzi,Baktiono Prakasa,F,1981,6U,Blok M - Pasar Minggu,0,B05099P,Simpang Rawa Barat,-6.238408,106.81489,7,4/19/2023 5:08,B06291P,Jati Padang 2,-6.285637,106.82632,21,4/19/2023 5:31,3500
ZTXR233S5U57WC,online,Puspa Sihombing,F,2012,9D,Pasar Minggu - Tanah Abang,1,P00056,Explorer Tanah Abang,-6.184305,106.81158,44,4/19/2023 6:23,B01787P,JPO Blok G,-6.188861,106.81135,47,4/19/2023 6:50,3500
RYOR829H0Y17XG,dki,Mutia Latupono,M,2002,11D,Pulo Gebang - Pulo Gadung 2 via PIK,1,B02977P,Pospol PIK Penggilingan,-6.203442,106.93258,24,4/19/2023 5:00,P00270,Walikota Jakarta Timur,-6.21254,106.94537,30,4/19/2023 5:51,3500
ZYKN716E6N17BD,dki,"Wawan Sudiati, S.IP",F,2007,JAK.51,Taman Kota - Budi Luhur,0,B00879P,Jln. B Basmol Raya,-6.161701,106.75176,47,4/19/2023 5:51,B02798P,Perum Taman Kota 2,-6.160549,106.75615,49,4/19/2023 6:42,0
CBTS347J7Y10LR,bni,"Gangsa Wijayanti, M.Kom.",M,1990,1E,Pondok Labu - Blok M,0,B05311P,SMKN 28,-6.284944,106.79578,10,4/19/2023 5:42,B01610P,Jln. Sungai Sambas VI,-6.246441,106.7978,19,4/19/2023 6:20,3500
ZMSS785M9T55OA,dki,Ajeng Pradipta,M,1975,10,Tanjung Priok - PGC 2,1,P00232,Stasiun Jatinegara Arah Utara,-6.21542,106.8742,7,4/19/2023 6:46,P00171,Permai Koja Arah Utara,-6.11413,106.89309,19,4/19/2023 7:16,3500
SVKV620J1G89WZ,flazz,"Unjani Damanik, S.T.",M,1975,M1H,Tanah Abang - St. Gondangdia,1,B04101P,Sbr. MNC Center,-6.182744,106.83084,10,4/19/2023 5:37,B05445P,St. Gondangdia 2,-6.185054,106.8323,11,4/19/2023 6:27,
FRHF446U9W64DS,online,Daliman Lailasari,M,1986,JAK.54,Grogol - Benhil,0,B02079P,Koramil Jln. Brigjen Katamso,-6.189138,106.80508,13,4/19/2023 5:52,B05524P,STIE IBEK,-6.173256,106.7977,29,4/19/2023 6:17,0
ARVM575C5O01IZ,dki,Talia Hidayanto,M,2005,2B,Harapan Indah - ASMI,1,P00028,Cakung United Tractors,-6.18324,106.92998,8,4/19/2023 5:32,P00157,Pasar Modern Harapan Indah,-6.168544,106.97431,28,4/19/2023 5:56,3500
ZUJX937Q7Y98MV,dki,"Ir. Maimunah Sudiati, S.Pt",F,1982,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,0,B05937P,YPI Asyaadah,-6.191129,106.94382,52,4/19/2023 5:00,B00415P,Gg. Barokah Lingkar Timur,-6.19658,106.94405,56,4/19/2023 5:27,0
TYZA061I8A95DA,dki,"KH. Indra Haryanti, S.Gz",M,1969,JAK.03,Lebak Bulus - Andara,1,B05950P,Jln. Andara Raya,-6.327861,106.80061,0,4/19/2023 6:35,,,,,,,0
RIOI434X1U96NJ,dki,Suci Hutagalung,F,1971,JAK.36,Cilangkap - Cililitan,0,B01027P,Jln. Damai PBSI Cilangkap,-6.332964,106.89167,12,4/19/2023 6:28,B03173P,RS Restu Kasih,-6.26606,106.86598,43,4/19/2023 7:18,0
OIEA099U4E77KI,dki,Kajen Andriani,M,1984,M11,Pulo Gebang - Pulo Gadung 2,1,P00158,Pasar Pulo Gadung,-6.187434,106.90591,0,4/19/2023 6:06,P00059,Flyover Radin Inten,-6.215982,106.92438,4,4/19/2023 6:35,3500
DWJJ859G8Y64FR,dki,drg. Cecep Rahimah,M,1982,1Q,Rempoa - Blok M,1,B02374P,Masjid Pondok Indah 2,-6.261469,106.78201,15,4/19/2023 5:01,B03132P,RS Dr Suyoto,-6.267779,106.76599,24,4/19/2023 5:49,3500
QXGS307R2P34YU,dki,Bakidin Putra,F,1996,JAK.50,Kalideres - Puri Kembangan,0,B01529P,Jln. Puri Lingkar Dalam,-6.184763,106.73503,56,4/19/2023 6:10,B03015P,Puri Kembangan,-6.188874,106.73514,57,4/19/2023 6:58,0
GACM366J6G86LJ,emoney,Wahyu Wibisono,F,1985,10K,Tanjung Priok - Senen via Taman BMW,0,B02627P,Ps. Kemayoran,-6.161032,106.8549,22,4/19/2023 6:02,B03201P,RSPAD 3,-6.175462,106.83922,36,4/19/2023 6:35,3500
XMTA699O7H40XJ,emoney,"dr. Restu Fujiati, S.Kom",M,1967,6N,Ragunan - Blok M via Kemang,0,P00199,Ragunan,-6.305769,106.81949,0,4/19/2023 5:42,B05538P,STPDN,-6.28439,106.81899,8,4/19/2023 6:12,3500
UTZI405C7B96VZ,dki,Ozy Winarno,F,2011,JAK.120,JIS - Terminal Muara Angke,1,B05324P,SMKN 56,-6.119094,106.79423,8,4/19/2023 6:59,B02564P,Pangeran Jayakarta 1,-6.137775,106.81766,20,4/19/2023 7:30,0
RNVF393N3D11JD,online,Dartono Natsir,M,2006,5C,PGC - Juanda,0,P00007,Balai Kota,-6.180488,106.82646,17,4/19/2023 5:22,P00161,Pecenongan,-6.16771,106.82819,19,4/19/2023 6:02,3500
PFUF526N4C98EI,emoney,"Kartika Habibi, S.Psi",M,1975,6D,Stasiun Tebet - Karet via Underpass,0,B04505P,Sbr. Standard Chartered,-6.217407,106.81934,13,4/19/2023 5:29,B03396P,Kota Kasablanka,-6.224688,106.84246,20,4/19/2023 6:03,3500
CKCO794M8Q10WV,dki,"KH. Oskar Megantara, S.I.Kom",F,2001,JAK.44,Andara - Stasiun Universitas Pancasila,1,B00045P,Andara Margasatwa 4,-6.312578,106.80356,35,4/19/2023 5:22,B00042P,Andara Margasatwa 1,-6.313471,106.80369,36,4/19/2023 5:50,0
KUMP637W9T80NI,dki,Cawisono Permadi,F,1987,6A,Ragunan - MH Thamrin via Kuningan,0,P00024,Buncit Indah,-6.274333,106.83029,5,4/19/2023 6:33,P00079,Imigrasi,-6.256977,106.82808,7,4/19/2023 7:23,3500
VIIP700R5W24AY,bni,Ian Prasasta,F,1990,4F,Pinang Ranti - Pulo Gadung,0,B03325P,SD Jatinegara Kaum,-6.19781,106.90496,46,4/19/2023 6:07,B02848P,Pintu Kawasan 2,-6.1896,106.90629,49,4/19/2023 6:33,3500
TGTH140G9P18YX,dki,Tgk. Gawati Hardiansyah,M,1976,1P,Senen - Blok M,1,B05624P,Taman Mataram,-6.232899,106.80053,2,4/19/2023 6:58,,,,,,,3500
JBZD651I1C80FD,online,Zalindra Rahmawati,M,1987,,,0,B03557P,Sbr. Gg. Rezeki Cijantung,-6.32655,106.85576,23,4/19/2023 6:18,,,,,,,0
BZVE624P2P52ZK,dki,"Prima Simanjuntak, S.I.Kom",M,1987,B21,Bekasi Timur - Cawang,0,B05768P,Tol Bekasi Timur 1,-6.263808,107.01671,11,4/19/2023 5:17,P00297,BNN LRT,-6.245863,106.871143,13,4/19/2023 6:13,3500
KFEW211G3Z64AH,brizzi,Karimah Salahudin,F,1992,13,Ciledug - Tendean,1,P00259,Tirtayasa,-6.239207,106.80777,2,4/19/2023 5:05,P00043,Cipulir,-6.237818,106.76541,8,4/19/2023 5:56,3500
FTAL632F1J29GB,emoney,"R.A. Farhunnisa Firmansyah, M.Pd",F,1996,6B,Ragunan - MH Thamrin via Semanggi,1,P00261,Tosari,-6.196892,106.82309,2,4/19/2023 6:22,P00085,Jati Padang,-6.285431,106.82626,12,4/19/2023 6:43,3500
