transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,ageClasification,Date,Day,tapInHour
MLOZ110G0S11CS,2.13127E+14,emoney,Viktor Zulkarnain,M,1987,JIS3,Harmoni - Jakarta International Stadium,0,B02734P,Pengadilan Negeri Jakut,-6.126807,106.85654,3,4/11/2023 17:45,B03882P,Sbr. Jembatan Item,-6.130197,106.85511,4,4/11/2023 19:38,3500,Adult,4/11/2023,Tuesday,17
EPWA105W9R08SU,3585765705663958,dki,Ibun Kusumo,F,1967,9D,Pasar Minggu - Tanah Abang,1,B00694P,Grand Sahid,-6.210975,106.82059,31,4/11/2023 17:35,B01639P,Jln. Taman Kb. Sirih,-6.182295,106.81661,41,4/11/2023 18:32,3500,Elderly,4/11/2023,Tuesday,17
ABYY625O2Q62VS,6.30487E+11,flazz,"H. Aswani Megantara, M.M.",M,2008,1P,Senen - Blok M,0,B05775P,Tosari 3,-6.200069,106.82335,20,4/11/2023 17:32,B05637P,Taman Patimura,-6.232872,106.80081,30,4/11/2023 18:56,3500,Teenager,4/11/2023,Tuesday,17
QQYQ476A5Y56EZ,4326140619726764858,brizzi,Murti Kurniawan,M,2010,6T,Pasar Minggu - Velbak,1,B06740P,Sbr. Jln. Barito II,-6.248808,106.795903,7,4/11/2023 17:54,B06746P,Sbr. Jln. Pangeran Antasari,-6.275209,106.808665,17,4/11/2023 19:50,3500,Teenager,4/11/2023,Tuesday,17
YWVD247B2N38TI,3503950365035536,dki,Artanto Manullang,M,1987,JAK.26,Rawamangun - Duren Sawit,1,B02077P,Koperasi Serba Usaha,-6.222036,106.89954,38,4/11/2023 16:15,B03135P,RS Duren Sawit 2,-6.232262,106.91019,49,4/11/2023 17:38,0,Adult,4/11/2023,Tuesday,16
MAYD504Z9X71QW,6581936160714795,dki,Puti Siregar,M,1976,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1,B01677P,Jln. Teluk Mandar 2,-6.238944,106.91004,21,4/11/2023 17:48,B03289P,Rusun Pondok Bambu,-6.241583,106.91085,22,4/11/2023 19:33,0,Elderly,4/11/2023,Tuesday,17
YDMT221G6A99PS,3.0472E+13,bni,"Gamblang Pradipta, M.Farm",M,2004,5F,Kampung Melayu - Tanah Abang,1,B00115P,UPT. LLHD 2,-6.225501,106.83489,16,4/11/2023 17:34,B03318P,Sawo Kecik Raya,-6.224852,106.85489,21,4/11/2023 18:35,3500,Teenager,4/11/2023,Tuesday,17
XVPX528R7M68YB,6011526887160594,dki,Rina Saragih,M,1984,JAK.73,Jambore Cibubur - Pasar Rebo,0,B04720P,Simpang Belly 1,-6.332931,106.86756,12,4/11/2023 16:31,B04721P,Simpang Belly 2,-6.332179,106.86749,13,4/11/2023 18:31,0,Adult,4/11/2023,Tuesday,16
ZGIV265N2Y83CL,3.01641E+13,bni,Daliono Adriansyah,F,2012,12,Tanjung Priok - Pluit,1,P00069,Gedong Panjang,-6.132617,106.80596,3,4/11/2023 16:45,P00171,Permai Koja Arah Utara,-6.11413,106.89309,18,4/11/2023 17:45,3500,Child,4/11/2023,Tuesday,16
OMPC363S4I83QP,3592453519647910,dki,"Drs. Iriana Lazuardi, S.Pt",F,1981,JAK.32,Lebak Bulus - Petukangan,0,B02517P,Mushola Nurul Huda Petukangan,-6.247018,106.75185,38,4/11/2023 16:06,B01361P,Jln. Manunggal II Petukangan,-6.245931,106.7519,39,4/11/2023 17:07,0,Adult,4/11/2023,Tuesday,16
ZWGE237M7O09AN,3548650711273610,dki,Balangga Permadi,F,2011,3F,Kalideres - Gelora Bung Karno,1,P00282,Grogol 2 Arah Selatan,-6.167435,106.78856,10,4/11/2023 17:18,P00212,S Parman Podomoro City Arah Timur,-6.175799,106.79308,11,4/11/2023 18:20,3500,Teenager,4/11/2023,Tuesday,17
LOGS391W3I88YH,6592322056148025,dki,H. Jagaraga Prastuti,F,1967,JAK.50,Kalideres - Puri Kembangan,1,B05452P,St. Kalideres,-6.166146,106.70466,41,4/11/2023 16:58,B01104P,Jln. H. Hamid Semanan,-6.162457,106.70515,44,4/11/2023 18:38,0,Elderly,4/11/2023,Tuesday,16
HWKL124V0I63QV,5.86818E+11,flazz,"KH. Paiman Maheswara, S.I.Kom",M,1969,7D,Pancoran - Kampung Rambutan,1,B01762P,Jembatan Pintu Satu,-6.300382,106.88363,2,4/11/2023 17:53,P00029,Cawang Ciliwung Arah Barat,-6.243292,106.86359,11,4/11/2023 19:19,3500,Elderly,4/11/2023,Tuesday,17
WSOS689O6N61AX,4174057702390453,dki,Dr. Juli Megantara,M,1984,2P,Gondangdia - Senen,0,B03201P,RSPAD 3,-6.175462,106.83922,11,4/11/2023 17:26,B05725P,Term. Senen,-6.17356,106.84213,14,4/11/2023 18:36,3500,Adult,4/11/2023,Tuesday,17
XUQX293U2V92AK,1.80006E+14,emoney,Gandi Salahudin,F,1990,JAK.29,Tanjung Priok - Sukapura,0,B03075P,Ramayana Semper,-6.127723,106.91711,21,4/11/2023 16:17,B04963P,Simpang Labu Cemara,-6.116082,106.91503,30,4/11/2023 18:00,0,Adult,4/11/2023,Tuesday,16
VYNP982Y0X17VT,2720556419423963,dki,Devi Pangestu,M,1994,3C,Rusun Kapuk Muara - Penjaringan,1,P00170,Penjaringan,-6.126306,106.79203,0,4/11/2023 17:45,B03277P,Rusun Kapuk Muara,-6.135667,106.76299,1,4/11/2023 18:42,0,Adult,4/11/2023,Tuesday,17
MCCT662I0N53ML,5.02098E+11,flazz,"Tgk. Talia Mangunsong, S.E.I",M,1979,6V,Ragunan - Gelora Bung Karno,0,P00133,Masjid Agung,-6.236483,106.79845,13,4/11/2023 16:38,P00071,Gelora Bung Karno,-6.224217,106.8058,15,4/11/2023 18:22,3500,Adult,4/11/2023,Tuesday,16
HXDY075W8Y87SS,4997693930906134609,brizzi,"Cahyo Hutagalung, S.Pt",M,1989,JAK.06,Kampung Rambutan - Pondok Gede,1,B02029P,Komplek Dirgantara III Halim PK,-6.284809,106.90458,48,4/11/2023 17:12,B02929P,Pondok Molek,-6.284344,106.90862,50,4/11/2023 18:41,0,Adult,4/11/2023,Tuesday,17
LSPX919R2M84KN,3562084958981605,dki,Cakrawangsa Permadi,F,2010,JAK.45,Lebak Bulus - Ragunan,0,B03923P,Sbr. Kel. Lebak Bulus,-6.303113,106.7847,10,4/11/2023 16:54,B03819P,Sbr. Jln. Pondok Labu 1A,-6.301876,106.79244,14,4/11/2023 18:37,0,Teenager,4/11/2023,Tuesday,16
IILS894N6D13MD,6570035474604116,dki,Hasta Anggriawan,F,2000,8K,Batusari - Grogol,0,B02048P,Komplek Kodam Jaya Kb. Jeruk,-6.197819,106.77097,5,4/11/2023 17:45,B05176P,Simpang Tj. Duren Raya,-6.173776,106.78377,18,4/11/2023 18:43,3500,Teenager,4/11/2023,Tuesday,17
DINC068L8M23LY,4230327309726801,dki,Gandi Suartini,F,1988,JAK.42,Kampung Melayu - Pondok Kelapa,0,B03865P,Sbr. Jln. Taman Enau,-6.232561,106.93361,39,4/11/2023 16:37,B02978P,Pospol Pondok Kelapa,-6.238776,106.93434,42,4/11/2023 17:28,0,Adult,4/11/2023,Tuesday,16
MQNY805G5D38WD,2.13121E+14,emoney,Jelita Maryadi,M,1976,12B,Pluit - Senen,0,B02886P,Pluit 1,-6.115636,106.7909,0,4/11/2023 16:55,P00123,Landmark Pluit Auto Plaza,-6.125258,106.79971,4,4/11/2023 17:50,3500,Elderly,4/11/2023,Tuesday,16
IQRF791B9O30AD,5552327039791635,dki,"Hj. Vera Narpati, S.Kom",M,1989,7C,Cibubur - BKN,0,B00248P,Cibubur Junction,-6.368735,106.89366,0,4/11/2023 17:15,P00016,BKN,-6.257751,106.87,1,4/11/2023 19:01,3500,Adult,4/11/2023,Tuesday,17
XUMB369J7F11GM,4166272280740025,dki,"R. Lili Permata, S.E.",F,2012,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,0,B03827P,Sbr. Jln. Rorotan V Gg. 1,-6.136168,106.95481,25,4/11/2023 16:56,B04086P,Sbr. Mesindo Tekninesia,-6.153361,106.95544,41,4/11/2023 18:34,0,Child,4/11/2023,Tuesday,16
OKUX698Z5G66AJ,4874486601260594074,brizzi,Cemani Lazuardi,F,1990,JAK.46,Pasar Minggu - Jagakarsa,1,B01170P,Jln. Jatipadang Poncol,-6.297767,106.83089,15,4/11/2023 17:28,B02868P,Plaza Oleos,-6.29771,106.82965,20,4/11/2023 18:20,0,Adult,4/11/2023,Tuesday,17
XWFH870L9H57PF,4628562596639925,dki,Tira Saptono,M,2010,S21,Ciputat - CSW,1,B05232P,Situ Gintung 1,-6.300534,106.76234,19,4/11/2023 16:09,B02919P,Pom Bensin Ciputat,-6.321313,106.74627,27,4/11/2023 17:44,3500,Teenager,4/11/2023,Tuesday,16
RAMO773S3G11VQ,6521040134321754,dki,"Sutan Rosman Laksita, S.I.Kom",F,1994,4,Pulo Gadung 2 - Tosari,1,P00188,Pramuka BPKP,-6.192192,106.87401,8,4/11/2023 16:36,P00014,Bermis,-6.178203,106.89859,12,4/11/2023 18:35,3500,Adult,4/11/2023,Tuesday,16
DFZG656V2B44NM,4729302648273942756,brizzi,Unjani Usamah,F,2003,M12,Sunter Boulevard Barat - Penjaringan,1,P00138,Museum Fatahillah,-6.13393,106.81209,4,4/11/2023 16:53,P00076,Gunung Sahari Mangga Dua,-6.136817,106.83237,8,4/11/2023 18:27,3500,Teenager,4/11/2023,Tuesday,16
OITW288L9E56UF,3.70997E+14,emoney,KH. Karma Pudjiastuti,M,1972,1N,Tanah Abang - Blok M,1,B00694P,Grand Sahid,-6.210975,106.82059,9,4/11/2023 17:28,B04728P,Simpang Blok A,-6.187214,106.81611,19,4/11/2023 19:17,3500,Elderly,4/11/2023,Tuesday,17
YXDA264K2A23MN,2.13129E+14,emoney,Tgk. Cagak Zulaika,F,1993,D32,Cinere - Bundaran Senayan,1,B06645P,Kantor Lurah Gandul,-6.34007,106.79381,2,4/11/2023 16:03,B06646P,Jln. Cinere Raya 2,-6.33358,106.78281,3,4/11/2023 17:24,20000,Adult,4/11/2023,Tuesday,16
GINE027W8O47SU,3516006502484403,dki,Marsito Anggriawan,M,1992,M7,Kampung Rambutan - Monas,1,P00066,Gatot Subroto Jamsostek Arah Timur,-6.232602,106.82162,8,4/11/2023 16:07,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,25,4/11/2023 17:42,3500,Adult,4/11/2023,Tuesday,16
ZJVA823J2O42YE,3.42523E+14,emoney,Dewi Gunawan,M,1975,JAK.27,Pulo Gebang - Rorotan,1,B05937P,YPI Asyaadah,-6.191129,106.94382,34,4/11/2023 16:43,B01289P,Jln. Komarudin Timur Lingkar Timur,-6.196226,106.94401,37,4/11/2023 18:14,0,Elderly,4/11/2023,Tuesday,16
PTCQ893P8N48CE,6571636366239447,dki,Hamzah Zulaika,M,1986,JAK.18,Kalibata - Kuningan,1,B03334P,SDN 01 02 03,-6.219572,106.845492,7,4/11/2023 17:10,B03570P,Sbr. Gg. Trijaya IV Timur,-6.232282,106.85287,30,4/11/2023 18:22,0,Adult,4/11/2023,Tuesday,17
NDUQ450M9P39DK,2.13106E+14,emoney,drg. Zamira Nurdiyanti,M,1979,L13E,Puri Beta - Kuningan (Express),1,P00198,Puri Beta 2,-6.230532,106.72371,12,4/11/2023 17:03,P00034,CBD Ciledug,-6.223629,106.70904,13,4/11/2023 18:17,3500,Adult,4/11/2023,Tuesday,17
JAEG428C1W32CD,4451666937375088290,brizzi,drg. Luluh Pradipta,F,2004,JAK.51,Taman Kota - Budi Luhur,1,B01089P,Jln. H Briti B,-6.186247,106.75508,14,4/11/2023 16:03,B05543P,Sulaiman,-6.236379,106.74545,47,4/11/2023 16:56,0,Teenager,4/11/2023,Tuesday,16
ZJXC835H2H24LU,4583562097218227517,brizzi,"Daliono Maheswara, S.Pd",F,2012,2F,Rusun Cakung Barat - Pulo Gadung,1,B03298P,Rusun Tipar Cakung,-6.171493,106.93731,1,4/11/2023 16:07,B06182P,Sbr. SMK Nurul Huda,-6.176843,106.93604,2,4/11/2023 17:49,0,Child,4/11/2023,Tuesday,16
DRRV794Q4B55FS,3559020047557332,dki,dr. Baktiadi Hidayanto,M,1993,S11,BSD - Jelambar,0,B05701P,Term. BSD,-6.306375,106.68536,0,4/11/2023 17:59,B05902P,WTC Matahari 1,-6.266812,106.65449,10,4/11/2023 19:12,3500,Adult,4/11/2023,Tuesday,17
FUQZ325Z2I93XJ,4157264487056687746,brizzi,Baktiono Prakasa,F,1981,6U,Blok M - Pasar Minggu,1,B05899P,Wolter Monginsidi,-6.238799,106.81376,23,4/11/2023 16:43,B05744P,Tirtayasa 1,-6.239279,106.80756,26,4/11/2023 17:36,3500,Adult,4/11/2023,Tuesday,16
AUAL944Q3K95IW,4.30741E+12,online,Puspa Sihombing,F,2012,9D,Pasar Minggu - Tanah Abang,0,B05688P,Tegal Parang 2,-6.238571,106.83054,24,4/11/2023 17:57,B05715P,Term. Pasar Minggu,-6.283048,106.84371,48,4/11/2023 18:47,3500,Child,4/11/2023,Tuesday,17
PINY840B7G16XG,4607578492019777,dki,Mutia Latupono,M,2002,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0,P00258,Tipar Cakung,-6.183387,106.92463,31,4/11/2023 17:54,P00191,PTC Pulo Gadung,-6.182622,106.91561,32,4/11/2023 18:44,3500,Teenager,4/11/2023,Tuesday,17
DXUQ660Z5C15ZA,4961293020468542,dki,"Wawan Sudiati, S.IP",F,2007,JAK.51,Taman Kota - Budi Luhur,1,B01195P,Jln. Kampung Baru,-6.170069,106.74932,7,4/11/2023 17:57,B02788P,Perum Kedoya Garden,-6.1806,106.75004,12,4/11/2023 19:31,0,Teenager,4/11/2023,Tuesday,17
GUTY728U5Q34OD,3.05467E+13,bni,"Gangsa Wijayanti, M.Kom.",M,1990,1E,Pondok Labu - Blok M,1,B00695P,Grand Wijaya Dharmawangsa,-6.254752,106.80034,4,4/11/2023 17:03,B00295P,Dapsus 1,-6.301135,106.79484,17,4/11/2023 18:33,3500,Adult,4/11/2023,Tuesday,17
NHXG674V0O64VA,4490538004709364,dki,Ajeng Pradipta,M,1975,10,Tanjung Priok - PGC 2,0,P00033,Cawang UKI,-6.250309,106.8736,19,4/11/2023 16:53,P00016,BKN,-6.257751,106.87,20,4/11/2023 18:23,3500,Elderly,4/11/2023,Tuesday,16
TYFP307Z8S62JI,5.01828E+11,flazz,"Unjani Damanik, S.T.",M,1975,M1H,Tanah Abang - St. Gondangdia,0,P00056,Explorer Tanah Abang,-6.184305,106.81158,13,4/11/2023 17:30,B02972P,Pospol Jati Bunder,-6.189707,106.81317,15,4/11/2023 19:18,3500,Elderly,4/11/2023,Tuesday,17
HCWQ859V7Z86CE,4.69716E+12,online,Daliman Lailasari,M,1986,JAK.54,Grogol - Benhil,1,B03650P,Sbr. Jln. Bendungan Hilir Gg. IV,-6.212801,106.81255,37,4/11/2023 17:08,B02970P,Pospol Bendungan Hilir,-6.213858,106.8131,38,4/11/2023 18:16,0,Adult,4/11/2023,Tuesday,17
GUFL659D9F64RE,4526942453399131,dki,Talia Hidayanto,M,2005,2B,Harapan Indah - ASMI,0,B05630P,Taman Modern 1,-6.185359,106.94843,11,4/11/2023 17:09,P00191,PTC Pulo Gadung,-6.182622,106.91561,19,4/11/2023 18:23,3500,Teenager,4/11/2023,Tuesday,17
JFIB787X4W95CA,3587585995659591,dki,"Ir. Maimunah Sudiati, S.Pt",F,1982,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,1,B04368P,Sbr. SDN Rorotan 03,-6.144294,106.95622,39,4/11/2023 16:11,B02222P,Markas Intai Amfibi Marunda,-6.114361,106.94998,66,4/11/2023 17:42,0,Adult,4/11/2023,Tuesday,16
YJRP165A1B28VK,4538778656278748,dki,"KH. Indra Haryanti, S.Gz",M,1969,JAK.03,Lebak Bulus - Andara,0,B00119P,Batan H Kaman,-6.296551,106.77338,4,4/11/2023 17:38,B01493P,Jln. Pinang II Pondok Labu,-6.310414,106.79665,22,4/11/2023 19:26,0,Elderly,4/11/2023,Tuesday,17
IGQH108Q9J48AY,6011206561670347,dki,Suci Hutagalung,F,1971,JAK.36,Cilangkap - Cililitan,1,B02613P,Ps. Hek 2,-6.286261,106.87094,2,4/11/2023 16:27,B03360P,SDN Dukuh 01,-6.287794,106.87406,4,4/11/2023 17:24,0,Elderly,4/11/2023,Tuesday,16
LXXS976Y9S33NU,3549182300492467,dki,Kajen Andriani,M,1984,M11,Pulo Gebang - Pulo Gadung 2,0,P00174,Perumnas Klender,-6.216689,106.93054,3,4/11/2023 16:45,P00102,Kampung Sumur,-6.214412,106.91189,6,4/11/2023 18:32,3500,Adult,4/11/2023,Tuesday,16
BURF892D7S72BV,3504787672864607,dki,drg. Cecep Rahimah,M,1982,1Q,Rempoa - Blok M,0,B03052P,Puskesmas Kel. Gunung,-6.239678,106.79024,19,4/11/2023 17:58,B06578P,Blok M Jalur 3,-6.243426,106.80188,24,4/11/2023 19:23,3500,Adult,4/11/2023,Tuesday,17
EYNN687Y0Q86NN,2295962091596974,dki,Bakidin Putra,F,1996,JAK.50,Kalideres - Puri Kembangan,1,B03608P,Sbr. Green Puri,-6.174548,106.70682,36,4/11/2023 16:52,B03839P,Sbr. Jln. Semanan II,-6.163658,106.70524,43,4/11/2023 17:46,0,Adult,4/11/2023,Tuesday,16
YFAF386D0V58IM,3.44819E+14,emoney,Wahyu Wibisono,F,1985,10K,Tanjung Priok - Senen via Taman BMW,1,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,25,4/11/2023 16:20,B04401P,Sbr. Sekolah Yanindo Jakarta,-6.119485,106.86672,34,4/11/2023 17:35,3500,Adult,4/11/2023,Tuesday,16
HPIS457B6S81WH,3.48972E+14,emoney,"dr. Restu Fujiati, S.Kom",M,1967,6N,Ragunan - Blok M via Kemang,1,B03197P,RSIA Kemang,-6.285839,106.8188,18,4/11/2023 17:02,B00035P,Ampera 1,-6.292069,106.81774,20,4/11/2023 18:22,3500,Elderly,4/11/2023,Tuesday,17
JHMX877A0L13YC,2714279979787895,dki,Ozy Winarno,F,2011,JAK.120,JIS - Terminal Muara Angke,0,B03099P,Roda Mas Baja Intan,-6.141794,106.82785,20,4/11/2023 16:09,B05450P,St. Jayakarta 2,-6.140453,106.82291,23,4/11/2023 18:04,0,Teenager,4/11/2023,Tuesday,16
HVZL382P6V62GW,4.92859E+12,online,Dartono Natsir,M,2006,5C,PGC - Juanda,1,P00118,Kramat Sentiong,-6.18798,106.84595,3,4/11/2023 16:04,P00070,Gelanggang Remaja,-6.235445,106.86795,13,4/11/2023 17:47,3500,Teenager,4/11/2023,Tuesday,16
DNYH355K1E05LG,3.4237E+14,emoney,"Kartika Habibi, S.Psi",M,1975,6D,Stasiun Tebet - Karet via Underpass,1,B02554P,Pal Batu 2,-6.224559,106.8446,3,4/11/2023 16:41,B02396P,Mega Kuningan,-6.224556,106.82677,9,4/11/2023 18:37,3500,Elderly,4/11/2023,Tuesday,16
XPTL866K8U22FK,3559367200080515,dki,Cawisono Permadi,F,1987,6A,Ragunan - MH Thamrin via Kuningan,1,P00048,Departemen Pertanian,-6.294641,106.82213,17,4/11/2023 16:24,P00199,Ragunan,-6.305769,106.81949,18,4/11/2023 17:18,3500,Adult,4/11/2023,Tuesday,16
QMUZ628Y8X97XV,3.01368E+13,bni,Ian Prasasta,F,1990,4F,Pinang Ranti - Pulo Gadung,1,B03681P,Sbr. Jln. Damai,-6.242744,106.90195,23,4/11/2023 17:26,B01372P,Jln. Masjid Al Wustho,-6.245281,106.90494,24,4/11/2023 18:19,3500,Adult,4/11/2023,Tuesday,17
XGYM844R8J20ZQ,3528429476454085,dki,Tgk. Gawati Hardiansyah,M,1976,1P,Senen - Blok M,0,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,4,4/11/2023 16:38,B00360P,Flyover Karet 2,-6.214808,106.81847,25,4/11/2023 18:04,3500,Elderly,4/11/2023,Tuesday,16
IBRM002U0J49GV,4.57549E+12,online,Zalindra Rahmawati,M,1987,JAK.25,Kp. Rambutan - Kalisari,1,B06285P,Kantor Kelurahan Baru,-6.323671,106.8512,23,4/11/2023 17:22,B05071P,Simpang Pertengahan Cijantung,-6.326543,106.85613,26,4/11/2023 18:57,0,Adult,4/11/2023,Tuesday,17
UYTT309L5Y63DC,4120255279087511,dki,"Prima Simanjuntak, S.I.Kom",M,1987,B21,Bekasi Timur - Cawang,1,B05622P,Taman Margahayu 2,-6.24846,107.02153,10,4/11/2023 16:01,B00715P,Groserindo,-6.249011,107.01686,11,4/11/2023 17:53,3500,Adult,4/11/2023,Tuesday,16
JWQY431Z6I75VX,4015639837568333411,brizzi,Karimah Salahudin,F,1992,13,Ciledug - Tendean,0,P00197,Puri Beta 1,-6.230596,106.72602,1,4/11/2023 16:40,P00106,Kebayoran Lama,-6.23834,106.77752,7,4/11/2023 17:45,3500,Adult,4/11/2023,Tuesday,16
UAXX646X8M39RH,1.80032E+14,emoney,"R.A. Farhunnisa Firmansyah, M.Pd",F,1996,6B,Ragunan - MH Thamrin via Semanggi,0,P00261,Tosari,-6.196892,106.82309,14,4/11/2023 16:17,P00025,Bundaran HI,-6.193021,106.823,15,4/11/2023 17:59,3500,Adult,4/11/2023,Tuesday,16
AAVR178K5W03BY,3535601073732219,dki,R. Unggul Halimah,F,1986,JAK.64,Lenteng Agung - Aseli,0,B03371P,SDN Jagakarsa 05,-6.336947,106.81847,15,4/11/2023 17:03,B02236P,Masjid Al Birru Warrohmah,-6.336957,106.83006,22,4/11/2023 18:43,0,Adult,4/11/2023,Tuesday,17
KAQB479A1B09KW,4371940047525876160,brizzi,Zelda Laksita,M,2009,JAK.30,Grogol - Meruya via Roxy,0,B03969P,Sbr. Komplek DPR III,-6.215021,106.73294,61,4/11/2023 17:16,B02817P,Perumahan Walikota Jakbar 2,-6.213297,106.72492,67,4/11/2023 19:15,0,Teenager,4/11/2023,Tuesday,17
UJZI549R9D92OR,2594772896759927,dki,R.A. Rahmi Firmansyah,M,1984,JAK.88,Terminal Tanjung Priok - Ancol Barat,0,B05573P,Taman Asem PPSU Tj. Priok,-6.117021,106.86998,5,4/11/2023 17:04,B05986P,Masjid Bahari 1,-6.12411,106.8132,34,4/11/2023 18:52,0,Adult,4/11/2023,Tuesday,17
HMVL844J9P49BI,4798412351689028870,brizzi,Warsa Gunawan,F,1986,5B,Stasiun Tebet - BNN,1,P00297,BNN LRT,-6.245863,106.871143,1,4/11/2023 17:24,B05510P,St. Tebet 1,-6.225576,106.85862,7,4/11/2023 19:05,3500,Adult,4/11/2023,Tuesday,17
YKNC081E0J55NM,3531178674835422,dki,"R. Sadina Sinaga, S.Psi",F,1992,JAK.16,Cililitan - Condet,1,B01153P,Jln. Ikan Hias Batu Ampar,-6.27255,106.86272,26,4/11/2023 16:17,B00410P,Gg. Ayama,-6.27204,106.8671,29,4/11/2023 18:10,0,Adult,4/11/2023,Tuesday,16
ETKS547T0G07SC,6580235224672813,dki,Sadina Lailasari,F,1987,3,Kalideres - Bundaran HI via Veteran,1,P00050,Dispenda Samsat Barat,-6.154634,106.7381,9,4/11/2023 17:13,P00175,Pesakih,-6.154803,106.71527,13,4/11/2023 18:15,3500,Adult,4/11/2023,Tuesday,17
QNNK370X0U98GO,6.7617E+11,flazz,"Dt. Vinsen Budiyanto, S.H.",F,2009,3,Kalideres - Bundaran HI via Veteran,0,P00074,Grogol 1,-6.166824,106.78971,10,4/11/2023 17:11,P00025,Bundaran HI,-6.193021,106.823,14,4/11/2023 18:38,3500,Teenager,4/11/2023,Tuesday,17
HUZB129U7C21FC,4106531301179023,dki,Jaya Narpati,M,2005,JAK.06,Kampung Rambutan - Pondok Gede,1,B02363P,Masjid Nur Alimin 2,-6.302584,106.91756,30,4/11/2023 17:55,B02929P,Pondok Molek,-6.284344,106.90862,50,4/11/2023 18:57,0,Teenager,4/11/2023,Tuesday,17
SCNW322T3W78TP,4.28165E+12,online,Zelda Wibowo,M,1989,11D,Pulo Gebang - Pulo Gadung 2 via PIK,1,B03101P,Romantis PIK Penggilingan,-6.205114,106.92803,21,4/11/2023 16:01,P00270,Walikota Jakarta Timur,-6.21254,106.94537,30,4/11/2023 16:52,3500,Adult,4/11/2023,Tuesday,16
BGYU373A0N75QF,4.15019E+12,online,Lili Suryatmi,M,1968,JAK.85,Bintara - Cipinang Indah,0,B03019P,Puri Swadaya,-6.23716,106.91961,26,4/11/2023 17:33,B02190P,Mall Cipinang Indah 2,-6.240012,106.89432,42,4/11/2023 18:29,0,Elderly,4/11/2023,Tuesday,17
GDYE821W0A60TC,3537344445143314,dki,Unjani Mulyani,F,1987,M6,Ragunan - MH Thamrin,0,P00121,Kuningan Timur,-6.234731,106.82902,10,4/11/2023 16:12,P00199,Ragunan,-6.305769,106.81949,20,4/11/2023 17:24,3500,Adult,4/11/2023,Tuesday,16
PFYR614X2O77CC,2245958200404051,dki,Tgk. Hamzah Hutagalung,M,1986,3C,Rusun Kapuk Muara - Penjaringan,1,P00170,Penjaringan,-6.126306,106.79203,0,4/11/2023 16:50,B03277P,Rusun Kapuk Muara,-6.135667,106.76299,1,4/11/2023 18:05,0,Adult,4/11/2023,Tuesday,16
JFWU465R8I80EW,6.30466E+11,flazz,Winda Puspita,M,1959,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1,B03014P,Puri Imperium,-6.210463,106.83229,10,4/11/2023 16:19,B04907P,Simpang Kawi Raya,-6.209476,106.83322,11,4/11/2023 18:00,3500,Elderly,4/11/2023,Tuesday,16
XSHQ967S8K53TL,4543133446525763,dki,Nova Puspasari,F,1965,12A,Pelabuhan Kaliadem - Kota,1,P00098,Kali Besar Barat,-6.135355,106.81143,1,4/11/2023 17:23,B02492P,Muara Karang Raya,-6.116812,106.78016,13,4/11/2023 18:49,3500,Elderly,4/11/2023,Tuesday,17
AOOU883H7I17TH,4868766606269426510,brizzi,Paulin Nugroho,M,1984,JAK.39,Kalimalang - Duren Sawit,1,B00628P,Gereja HKBP Duren Sawit,-6.223308,106.91369,23,4/11/2023 16:34,B05147P,Simpang Serdang Swadaya Raya 1,-6.227331,106.9148,25,4/11/2023 17:32,0,Adult,4/11/2023,Tuesday,16
JJTC327M9O77GD,6589314352421169,dki,"H. Rangga Santoso, S.Farm",M,1973,9A,PGC 2 - Grogol 2,0,P00143,Pancoran Barat Arah Barat,-6.241672,106.8372,9,4/11/2023 16:13,P00227,Slipi Petamburan Arah Utara,-6.20203,106.79989,15,4/11/2023 17:17,3500,Elderly,4/11/2023,Tuesday,16
DANV216Y3P04NF,4498767637558201,dki,"Zizi Santoso, M.Kom.",M,1970,M3,Kalideres - Bundaran HI via Veteran,1,P00137,Monas,-6.176248,106.82286,13,4/11/2023 17:17,P00256,MH Thamrin,-6.188149,106.82299,15,4/11/2023 18:21,3500,Elderly,4/11/2023,Tuesday,17
APRE634A1V77CB,4860968417507585403,brizzi,Intan Usada,M,1992,JAK.26,Rawamangun - Duren Sawit,0,B00562P,Gg. Subuh,-6.211257,106.89058,32,4/11/2023 16:56,B04776P,Simpang Cipinang Kebembem 1,-6.207671,106.88522,40,4/11/2023 18:19,0,Adult,4/11/2023,Tuesday,16
